10.173.161.34 - - [16/Apr/2017:08:05:52 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/build?token=INSTALLER HTTP/1.1" 201 -
10.173.161.34 - - [16/Apr/2017:08:06:08 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_160SP03/build?token=INSTALLER HTTP/1.1" 201 -
10.173.161.34 - - [16/Apr/2017:08:06:19 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP305/build?token=INSTALLER HTTP/1.1" 201 -
10.58.180.73 - - [16/Apr/2017:17:47:37 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_160SP03/29/ HTTP/1.1" 200 4097
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/adjuncts/34873230/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/adjuncts/34873230/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [16/Apr/2017:17:47:39 -0700] "GET /jenkins/static/34873230/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
