10.172.162.20 - - [30/Aug/2015:04:09:18 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP300/build?token=INSTALLER HTTP/1.1" 201 -
10.172.162.20 - - [30/Aug/2015:04:26:18 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP301/build?token=INSTALLER HTTP/1.1" 201 -
10.58.180.231 - - [30/Aug/2015:23:00:03 -0700] "POST /jenkins/job/SYNCREP-rs1571sp136_huiji_vu-huiji/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.231 - - [30/Aug/2015:23:04:12 -0700] "POST /jenkins/job/SYNCREP-rs1571sp136_huiji_vu-huiji/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/static/3195d620/css/style.css HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/static/3195d620/css/color.css HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/static/3195d620/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/static/3195d620/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/static/3195d620/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/static/3195d620/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/ HTTP/1.1" 200 19760
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/static/3195d620/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/static/3195d620/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/adjuncts/3195d620/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/static/3195d620/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:13 -0700] "GET /jenkins/static/3195d620/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:14 -0700] "GET /jenkins/adjuncts/3195d620/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:14 -0700] "GET /jenkins/static/3195d620/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:14 -0700] "GET /jenkins/static/3195d620/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:14 -0700] "GET /jenkins/static/3195d620/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:14 -0700] "GET /jenkins/static/3195d620/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:14 -0700] "GET /jenkins/static/3195d620/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:14 -0700] "GET /jenkins/static/3195d620/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:14 -0700] "GET /jenkins/static/3195d620/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.231 - - [30/Aug/2015:23:04:14 -0700] "GET /jenkins/static/3195d620/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
