10.173.161.34 - - [06/Feb/2017:08:25:30 -0800] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/build?token=INSTALLER HTTP/1.1" 201 -
10.58.180.73 - - [06/Feb/2017:19:27:14 -0800] "GET /jenkins/ HTTP/1.1" 200 8231
10.58.180.73 - - [06/Feb/2017:19:27:14 -0800] "GET /jenkins/static/3336a0b1/images/24x24/new-package.png HTTP/1.1" 200 967
10.58.180.73 - - [06/Feb/2017:19:27:14 -0800] "GET /jenkins/static/3336a0b1/images/24x24/setting.png HTTP/1.1" 200 1213
10.58.180.73 - - [06/Feb/2017:19:27:15 -0800] "GET /jenkins/static/3336a0b1/images/16x16/stop.png HTTP/1.1" 200 500
10.58.180.73 - - [06/Feb/2017:19:27:15 -0800] "GET /jenkins/static/3336a0b1/images/16x16/notepad.png HTTP/1.1" 200 406
10.58.180.73 - - [06/Feb/2017:19:27:15 -0800] "GET /jenkins/static/3336a0b1/images/24x24/clock.png HTTP/1.1" 200 1591
10.58.180.73 - - [06/Feb/2017:19:27:19 -0800] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 338
10.58.180.73 - - [06/Feb/2017:19:27:19 -0800] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 1083
10.58.180.73 - - [06/Feb/2017:19:27:23 -0800] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/ HTTP/1.1" 200 6317
10.58.180.73 - - [06/Feb/2017:19:27:23 -0800] "GET /jenkins/static/3336a0b1/images/24x24/up.png HTTP/1.1" 200 816
10.58.180.73 - - [06/Feb/2017:19:27:23 -0800] "GET /jenkins/static/3336a0b1/images/24x24/search.png HTTP/1.1" 200 1309
10.58.180.73 - - [06/Feb/2017:19:27:23 -0800] "GET /jenkins/static/3336a0b1/images/24x24/folder.png HTTP/1.1" 200 922
10.58.180.73 - - [06/Feb/2017:19:27:23 -0800] "GET /jenkins/static/3336a0b1/images/24x24/edit-delete.png HTTP/1.1" 200 1236
10.58.180.73 - - [06/Feb/2017:19:27:23 -0800] "GET /jenkins/static/3336a0b1/images/16x16/blue.png HTTP/1.1" 200 685
10.58.180.73 - - [06/Feb/2017:19:27:23 -0800] "GET /jenkins/static/3336a0b1/images/16x16/red.png HTTP/1.1" 200 660
10.58.180.73 - - [06/Feb/2017:19:27:23 -0800] "GET /jenkins/static/3336a0b1/images/48x48/notepad.png HTTP/1.1" 200 2291
10.58.180.73 - - [06/Feb/2017:19:27:23 -0800] "GET /jenkins/static/3336a0b1/images/48x48/folder.png HTTP/1.1" 200 2071
10.58.180.73 - - [06/Feb/2017:19:27:28 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:27:33 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:27:38 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:27:43 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:27:49 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:27:54 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:27:59 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:28:04 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:28:09 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:28:14 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:28:20 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:28:25 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:28:30 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:28:35 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:28:40 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:28:46 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:28:51 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:28:56 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:29:01 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:29:06 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:29:11 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [06/Feb/2017:19:29:12 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/build?delay=0sec HTTP/1.1" 201 -
10.58.180.73 - - [06/Feb/2017:19:29:16 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/buildHistory/ajax HTTP/1.1" 200 668
10.58.180.73 - - [06/Feb/2017:19:29:17 -0800] "GET /jenkins/static/3336a0b1/images/16x16/blue_anime.gif HTTP/1.1" 200 3435
10.58.180.73 - - [06/Feb/2017:19:29:18 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/77/contextMenu HTTP/1.1" 200 335
10.58.180.73 - - [06/Feb/2017:19:29:18 -0800] "GET /jenkins/static/3336a0b1/images/24x24/terminal.png HTTP/1.1" 200 1086
10.58.180.73 - - [06/Feb/2017:19:29:18 -0800] "GET /jenkins/static/3336a0b1/images/24x24/document-properties.png HTTP/1.1" 200 1102
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/77/console HTTP/1.1" 200 3914
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "GET /jenkins/static/3336a0b1/images/24x24/document.png HTTP/1.1" 200 367
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "GET /jenkins/descriptor/hudson.tasks._ant.AntOutcomeNote/style.css HTTP/1.1" 200 101
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "GET /jenkins/static/3336a0b1/images/24x24/previous.png HTTP/1.1" 200 860
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "GET /jenkins/static/3336a0b1/images/48x48/blue_anime.gif HTTP/1.1" 200 14827
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "GET /jenkins/descriptor/hudson.console.ExpandableDetailsNote/style.css HTTP/1.1" 200 114
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "GET /jenkins/extensionList/hudson.console.ConsoleAnnotatorFactory/hudson.plugins.timestamper.annotator.TimestampAnnotatorFactory/script.js HTTP/1.1" 200 1734
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "GET /jenkins/static/3336a0b1/images/spinner.gif HTTP/1.1" 200 1659
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "GET /jenkins/descriptor/hudson.tasks._ant.AntTargetNote/script.js HTTP/1.1" 200 696
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "GET /jenkins/descriptor/hudson.console.ExpandableDetailsNote/script.js HTTP/1.1" 200 200
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/77/logText/progressiveHtml HTTP/1.1" 200 1848
10.58.180.73 - - [06/Feb/2017:19:29:19 -0800] "POST /jenkins/extensionList/hudson.console.ConsoleAnnotatorFactory/hudson.plugins.timestamper.annotator.TimestampAnnotatorFactory/usersettings HTTP/1.1" 200 236
10.58.180.73 - - [06/Feb/2017:19:29:20 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/77/logText/progressiveHtml HTTP/1.1" 200 -
10.58.180.73 - - [06/Feb/2017:19:29:22 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/77/logText/progressiveHtml HTTP/1.1" 200 -
10.58.180.73 - - [06/Feb/2017:19:29:23 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/77/logText/progressiveHtml HTTP/1.1" 200 396
10.58.180.73 - - [06/Feb/2017:19:29:24 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/77/logText/progressiveHtml HTTP/1.1" 200 -
10.58.180.73 - - [06/Feb/2017:19:29:25 -0800] "POST /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/77/logText/progressiveHtml HTTP/1.1" 200 -
