10.173.161.34 - - [12/May/2017:08:06:35 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_160SP03/build?token=INSTALLER HTTP/1.1" 201 -
10.173.161.34 - - [12/May/2017:08:09:48 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP305/build?token=INSTALLER HTTP/1.1" 201 -
10.173.161.34 - - [12/May/2017:08:10:13 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP306/build?token=INSTALLER HTTP/1.1" 201 -
10.129.44.49 - - [12/May/2017:18:28:07 -0700] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_160SP03/82/ HTTP/1.1" 200 4095
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/css/style.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/css/color.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/css/responsive-grid.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/prototype.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/behavior.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/adjuncts/34873230/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/adjuncts/34873230/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:09 -0700] "GET /jenkins/static/34873230/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/scripts/sortable.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/adjuncts/34873230/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/images/headshot.png HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/images/title.png HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/images/16x16/help.png HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/images/24x24/up.png HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/images/24x24/search.png HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/images/24x24/notepad.png HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/images/48x48/notepad.png HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/plugin/translation/flags.png HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/static/34873230/images/16x16/search.png HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/adjuncts/34873230/lib/layout/menu_right_arrow2.png HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:10 -0700] "GET /jenkins/adjuncts/34873230/lib/layout/menu_down_arrow.png HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:12 -0700] "GET /jenkins/login?from=%2Fjenkins%2Fjob%2FSRS_RMA_BUILD_TRIGGER_BY_RMADEV_160SP03%2F82%2F HTTP/1.1" 200 3469
10.129.44.49 - - [12/May/2017:18:28:12 -0700] "GET /jenkins/static/34873230/css/style.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:12 -0700] "GET /jenkins/static/34873230/css/color.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:12 -0700] "GET /jenkins/static/34873230/css/responsive-grid.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:12 -0700] "GET /jenkins/static/34873230/scripts/prototype.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:12 -0700] "GET /jenkins/static/34873230/scripts/behavior.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:12 -0700] "GET /jenkins/adjuncts/34873230/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:12 -0700] "GET /jenkins/static/34873230/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:12 -0700] "GET /jenkins/static/34873230/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:12 -0700] "GET /jenkins/static/34873230/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.129.44.49 - - [12/May/2017:18:28:12 -0700] "GET /jenkins/static/34873230/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
