10.58.180.231 - - [05/Sep/2015:06:23:25 -0700] "POST /jenkins/view/RS%20Development/job/RS_DEV_BUILD_TEMPLATE_LINUXAMD64/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.231 - - [05/Sep/2015:06:23:29 -0700] "POST /jenkins/view/Nightly%20Jobs/job/3_Nightly_Trigger_QA_Barrier_Test_Linuxamd64_Update/buildHistory/ajax HTTP/1.1" 200 587
10.58.180.231 - - [05/Sep/2015:06:23:31 -0700] "GET /jenkins/view/Nightly%20Jobs/job/3_Nightly_Trigger_QA_Barrier_Test_Linuxamd64_Update/ HTTP/1.1" 200 10234
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/css/style.css HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/css/color.css HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/adjuncts/3195d620/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/adjuncts/3195d620/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/adjuncts/3195d620/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/images/headshot.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/images/title.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/images/24x24/up.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:32 -0700] "GET /jenkins/static/3195d620/images/24x24/search.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/24x24/folder.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/24x24/clock.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/24x24/edit-delete.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/16x16/health-20to39.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/24x24/setting.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/16x16/blue_anime.gif HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/16x16/stop.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/16x16/blue.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/16x16/aborted.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/16x16/red.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/16x16/notepad.png HTTP/1.1" 304 -
10.58.180.231 - - [05/Sep/2015:06:23:33 -0700] "GET /jenkins/static/3195d620/images/32x32/blue_anime.gif HTTP/1.1" 304 -
