10.58.180.231 - - [06/Sep/2015:18:08:25 -0700] "POST /jenkins/computer/RS_build_test_sunsparc64_repsol1/ajaxExecutors HTTP/1.1" 200 408
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/css/color.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/css/style.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/ HTTP/1.1" 200 21701
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/adjuncts/3195d620/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/adjuncts/3195d620/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:29 -0700] "GET /jenkins/static/3195d620/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/headshot.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/title.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/24x24/setting.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/16x16/computer.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/32x32/health-80plus.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/32x32/blue.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/24x24/user.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/24x24/clock.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/32x32/nobuilt.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/32x32/aborted.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/24x24/new-package.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/16x16/computer-x.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/16x16/notepad.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/32x32/blue_anime.gif HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/16x16/health-80plus.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/plugin/credentials/images/48x48/credentials.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/32x32/health-20to39.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/16x16/health-20to39.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/32x32/red.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/32x32/health-00to19.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/16x16/health-00to19.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/32x32/health-60to79.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/16x16/health-60to79.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/32x32/health-40to59.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/16x16/health-40to59.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/16x16/stop.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/images/atom.gif HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:30 -0700] "GET /jenkins/static/3195d620/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:32 -0700] "GET /jenkins/credential-store HTTP/1.1" 302 -
10.58.180.231 - - [06/Sep/2015:18:08:32 -0700] "GET /jenkins/credential-store/ HTTP/1.1" 200 2724
10.58.180.231 - - [06/Sep/2015:18:08:33 -0700] "GET /jenkins/static/3195d620/css/style.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:33 -0700] "GET /jenkins/static/3195d620/css/color.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:33 -0700] "GET /jenkins/static/3195d620/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:33 -0700] "GET /jenkins/static/3195d620/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:33 -0700] "GET /jenkins/static/3195d620/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:33 -0700] "GET /jenkins/static/3195d620/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:33 -0700] "GET /jenkins/static/3195d620/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:33 -0700] "GET /jenkins/static/3195d620/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:33 -0700] "GET /jenkins/static/3195d620/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.231 - - [06/Sep/2015:18:08:33 -0700] "GET /jenkins/static/3195d620/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
